hops 8
config 0 1 1 false false
13 reply_unmatched ignored tcp_needed 0/0/0/1 ---K
13 cancel none failed canceled -
12 reply_badcookie accepted tcp_needed 0/0/0/1 ---K
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/1 ---K
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/1 ---K
10 cancel none failed canceled -
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/1 ----
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/1 ----
7 cancel none failed canceled -
6 reply_truncated accepted tcp_needed 0/0/0/1 E---
7 poll connect_tcp connecting_tcp 0/0/0/1 E---
8 poll wait connecting_tcp 0/0/0/1 E---
8 expire failed_timeout failed timeout -
8 tcp_connected none tcp_ready 0/0/0/1 E---
9 poll send_tcp tcp_ready 0/0/0/1 E---
10 poll send_tcp tcp_ready 0/0/0/1 E---
10 sent none awaiting_tcp 0/0/0/1 E---
11 poll wait awaiting_tcp 0/0/0/1 E---
11 expire failed_timeout failed timeout -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored awaiting_tcp 0/0/0/1 E---
11 reply_answer accepted done - -
11 reply_cname accepted query_ready 0/0/0/2 E---
11 reply_nxdomain accepted failed name_not_found -
11 reply_nodata accepted failed no_data -
11 reply_servfail accepted failed all_servers_failed -
11 reply_formerr accepted query_ready 0/0/0/1 ----
11 reply_truncated accepted failed no_data -
11 reply_badcookie accepted failed all_servers_failed -
11 cancel none failed canceled -
10 send_failed none failed timeout -
10 tcp_failed none failed timeout -
10 reply_unmatched ignored tcp_ready 0/0/0/1 E---
10 cancel none failed canceled -
9 tcp_failed none failed timeout -
9 reply_unmatched ignored tcp_ready 0/0/0/1 E---
9 cancel none failed canceled -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored connecting_tcp 0/0/0/1 E---
8 reply_answer ignored connecting_tcp 0/0/0/1 E---
8 reply_cname ignored connecting_tcp 0/0/0/1 E---
8 reply_nxdomain ignored connecting_tcp 0/0/0/1 E---
8 reply_nodata ignored connecting_tcp 0/0/0/1 E---
8 reply_servfail ignored connecting_tcp 0/0/0/1 E---
8 reply_formerr ignored connecting_tcp 0/0/0/1 E---
8 reply_truncated ignored connecting_tcp 0/0/0/1 E---
8 reply_badcookie ignored connecting_tcp 0/0/0/1 E---
8 cancel none failed canceled -
7 reply_unmatched ignored tcp_needed 0/0/0/1 E---
7 cancel none failed canceled -
6 reply_badcookie accepted query_ready 0/0/0/1 E--K
7 poll send_udp query_ready 0/0/0/1 E--K
8 poll send_udp query_ready 0/0/0/1 E--K
8 sent none awaiting_udp 0/0/0/1 E--K
9 poll wait awaiting_udp 0/0/0/1 E--K
9 expire failed_timeout failed timeout -
9 reply_unmatched ignored awaiting_udp 0/0/0/1 E--K
9 reply_answer accepted done - -
9 reply_cname accepted query_ready 0/0/0/2 E--K
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted query_ready 0/0/0/1 ---K
9 reply_truncated accepted tcp_needed 0/0/0/1 E--K
10 poll connect_tcp connecting_tcp 0/0/0/1 E--K
11 poll wait connecting_tcp 0/0/0/1 E--K
11 expire failed_timeout failed timeout -
11 tcp_connected none tcp_ready 0/0/0/1 E--K
12 poll send_tcp tcp_ready 0/0/0/1 E--K
13 poll send_tcp tcp_ready 0/0/0/1 E--K
13 sent none awaiting_tcp 0/0/0/1 E--K
14 poll wait awaiting_tcp 0/0/0/1 E--K
14 expire failed_timeout failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored awaiting_tcp 0/0/0/1 E--K
14 reply_answer accepted done - -
14 reply_cname accepted query_ready 0/0/0/2 E--K
14 reply_nxdomain accepted failed name_not_found -
14 reply_nodata accepted failed no_data -
14 reply_servfail accepted failed all_servers_failed -
14 reply_formerr accepted query_ready 0/0/0/1 ---K
14 reply_truncated accepted failed no_data -
14 reply_badcookie accepted failed all_servers_failed -
14 cancel none failed canceled -
13 send_failed none failed timeout -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/1 E--K
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored tcp_ready 0/0/0/1 E--K
12 cancel none failed canceled -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored connecting_tcp 0/0/0/1 E--K
11 reply_answer ignored connecting_tcp 0/0/0/1 E--K
11 reply_cname ignored connecting_tcp 0/0/0/1 E--K
11 reply_nxdomain ignored connecting_tcp 0/0/0/1 E--K
11 reply_nodata ignored connecting_tcp 0/0/0/1 E--K
11 reply_servfail ignored connecting_tcp 0/0/0/1 E--K
11 reply_formerr ignored connecting_tcp 0/0/0/1 E--K
11 reply_truncated ignored connecting_tcp 0/0/0/1 E--K
11 reply_badcookie ignored connecting_tcp 0/0/0/1 E--K
11 cancel none failed canceled -
10 reply_unmatched ignored tcp_needed 0/0/0/1 E--K
10 cancel none failed canceled -
9 reply_badcookie accepted tcp_needed 0/0/0/1 E--K
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/1 E--K
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/1 E--K
7 cancel none failed canceled -
6 cancel none failed canceled -
5 send_failed none failed timeout -
5 reply_unmatched ignored query_ready 0/0/0/1 E---
5 cancel none failed canceled -
4 reply_unmatched ignored query_ready 0/0/0/1 E---
4 cancel none failed canceled -
3 reply_nxdomain accepted failed name_not_found -
3 reply_nodata accepted failed no_data -
3 reply_servfail accepted failed all_servers_failed -
3 reply_formerr accepted query_ready 0/0/0/0 ----
4 poll send_udp query_ready 0/0/0/0 ----
5 poll send_udp query_ready 0/0/0/0 ----
5 sent none awaiting_udp 0/0/0/0 ----
6 poll wait awaiting_udp 0/0/0/0 ----
6 expire failed_timeout failed timeout -
6 reply_unmatched ignored awaiting_udp 0/0/0/0 ----
6 reply_answer accepted done - -
6 reply_cname accepted query_ready 0/0/0/1 ----
6 reply_nxdomain accepted failed name_not_found -
6 reply_nodata accepted failed no_data -
6 reply_servfail accepted failed all_servers_failed -
6 reply_formerr accepted failed all_servers_failed -
6 reply_truncated accepted tcp_needed 0/0/0/0 ----
7 poll connect_tcp connecting_tcp 0/0/0/0 ----
8 poll wait connecting_tcp 0/0/0/0 ----
8 expire failed_timeout failed timeout -
8 tcp_connected none tcp_ready 0/0/0/0 ----
9 poll send_tcp tcp_ready 0/0/0/0 ----
10 poll send_tcp tcp_ready 0/0/0/0 ----
10 sent none awaiting_tcp 0/0/0/0 ----
11 poll wait awaiting_tcp 0/0/0/0 ----
11 expire failed_timeout failed timeout -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored awaiting_tcp 0/0/0/0 ----
11 reply_answer accepted done - -
11 reply_cname accepted query_ready 0/0/0/1 ----
11 reply_nxdomain accepted failed name_not_found -
11 reply_nodata accepted failed no_data -
11 reply_servfail accepted failed all_servers_failed -
11 reply_formerr accepted failed all_servers_failed -
11 reply_truncated accepted failed no_data -
11 reply_badcookie accepted failed all_servers_failed -
11 cancel none failed canceled -
10 send_failed none failed timeout -
10 tcp_failed none failed timeout -
10 reply_unmatched ignored tcp_ready 0/0/0/0 ----
10 cancel none failed canceled -
9 tcp_failed none failed timeout -
9 reply_unmatched ignored tcp_ready 0/0/0/0 ----
9 cancel none failed canceled -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored connecting_tcp 0/0/0/0 ----
8 reply_answer ignored connecting_tcp 0/0/0/0 ----
8 reply_cname ignored connecting_tcp 0/0/0/0 ----
8 reply_nxdomain ignored connecting_tcp 0/0/0/0 ----
8 reply_nodata ignored connecting_tcp 0/0/0/0 ----
8 reply_servfail ignored connecting_tcp 0/0/0/0 ----
8 reply_formerr ignored connecting_tcp 0/0/0/0 ----
8 reply_truncated ignored connecting_tcp 0/0/0/0 ----
8 reply_badcookie ignored connecting_tcp 0/0/0/0 ----
8 cancel none failed canceled -
7 reply_unmatched ignored tcp_needed 0/0/0/0 ----
7 cancel none failed canceled -
6 reply_badcookie accepted query_ready 0/0/0/0 ---K
7 poll send_udp query_ready 0/0/0/0 ---K
8 poll send_udp query_ready 0/0/0/0 ---K
8 sent none awaiting_udp 0/0/0/0 ---K
9 poll wait awaiting_udp 0/0/0/0 ---K
9 expire failed_timeout failed timeout -
9 reply_unmatched ignored awaiting_udp 0/0/0/0 ---K
9 reply_answer accepted done - -
9 reply_cname accepted query_ready 0/0/0/1 ---K
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted failed all_servers_failed -
9 reply_truncated accepted tcp_needed 0/0/0/0 ---K
10 poll connect_tcp connecting_tcp 0/0/0/0 ---K
11 poll wait connecting_tcp 0/0/0/0 ---K
11 expire failed_timeout failed timeout -
11 tcp_connected none tcp_ready 0/0/0/0 ---K
12 poll send_tcp tcp_ready 0/0/0/0 ---K
13 poll send_tcp tcp_ready 0/0/0/0 ---K
13 sent none awaiting_tcp 0/0/0/0 ---K
14 poll wait awaiting_tcp 0/0/0/0 ---K
14 expire failed_timeout failed timeout -
14 tcp_failed none failed timeout -
14 reply_unmatched ignored awaiting_tcp 0/0/0/0 ---K
14 reply_answer accepted done - -
14 reply_cname accepted query_ready 0/0/0/1 ---K
14 reply_nxdomain accepted failed name_not_found -
14 reply_nodata accepted failed no_data -
14 reply_servfail accepted failed all_servers_failed -
14 reply_formerr accepted failed all_servers_failed -
14 reply_truncated accepted failed no_data -
14 reply_badcookie accepted failed all_servers_failed -
14 cancel none failed canceled -
13 send_failed none failed timeout -
13 tcp_failed none failed timeout -
13 reply_unmatched ignored tcp_ready 0/0/0/0 ---K
13 cancel none failed canceled -
12 tcp_failed none failed timeout -
12 reply_unmatched ignored tcp_ready 0/0/0/0 ---K
12 cancel none failed canceled -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored connecting_tcp 0/0/0/0 ---K
11 reply_answer ignored connecting_tcp 0/0/0/0 ---K
11 reply_cname ignored connecting_tcp 0/0/0/0 ---K
11 reply_nxdomain ignored connecting_tcp 0/0/0/0 ---K
11 reply_nodata ignored connecting_tcp 0/0/0/0 ---K
11 reply_servfail ignored connecting_tcp 0/0/0/0 ---K
11 reply_formerr ignored connecting_tcp 0/0/0/0 ---K
11 reply_truncated ignored connecting_tcp 0/0/0/0 ---K
11 reply_badcookie ignored connecting_tcp 0/0/0/0 ---K
11 cancel none failed canceled -
10 reply_unmatched ignored tcp_needed 0/0/0/0 ---K
10 cancel none failed canceled -
9 reply_badcookie accepted tcp_needed 0/0/0/0 ---K
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/0 ---K
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/0 ---K
7 cancel none failed canceled -
6 cancel none failed canceled -
5 send_failed none failed timeout -
5 reply_unmatched ignored query_ready 0/0/0/0 ----
5 cancel none failed canceled -
4 reply_unmatched ignored query_ready 0/0/0/0 ----
4 cancel none failed canceled -
3 reply_truncated accepted tcp_needed 0/0/0/0 E---
4 poll connect_tcp connecting_tcp 0/0/0/0 E---
5 poll wait connecting_tcp 0/0/0/0 E---
5 expire failed_timeout failed timeout -
5 tcp_connected none tcp_ready 0/0/0/0 E---
6 poll send_tcp tcp_ready 0/0/0/0 E---
7 poll send_tcp tcp_ready 0/0/0/0 E---
7 sent none awaiting_tcp 0/0/0/0 E---
8 poll wait awaiting_tcp 0/0/0/0 E---
8 expire failed_timeout failed timeout -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored awaiting_tcp 0/0/0/0 E---
8 reply_answer accepted done - -
8 reply_cname accepted query_ready 0/0/0/1 E---
8 reply_nxdomain accepted failed name_not_found -
8 reply_nodata accepted failed no_data -
8 reply_servfail accepted failed all_servers_failed -
8 reply_formerr accepted query_ready 0/0/0/0 ----
8 reply_truncated accepted failed no_data -
8 reply_badcookie accepted failed all_servers_failed -
8 cancel none failed canceled -
7 send_failed none failed timeout -
7 tcp_failed none failed timeout -
7 reply_unmatched ignored tcp_ready 0/0/0/0 E---
7 cancel none failed canceled -
6 tcp_failed none failed timeout -
6 reply_unmatched ignored tcp_ready 0/0/0/0 E---
6 cancel none failed canceled -
5 tcp_failed none failed timeout -
5 reply_unmatched ignored connecting_tcp 0/0/0/0 E---
5 reply_answer ignored connecting_tcp 0/0/0/0 E---
5 reply_cname ignored connecting_tcp 0/0/0/0 E---
5 reply_nxdomain ignored connecting_tcp 0/0/0/0 E---
5 reply_nodata ignored connecting_tcp 0/0/0/0 E---
5 reply_servfail ignored connecting_tcp 0/0/0/0 E---
5 reply_formerr ignored connecting_tcp 0/0/0/0 E---
5 reply_truncated ignored connecting_tcp 0/0/0/0 E---
5 reply_badcookie ignored connecting_tcp 0/0/0/0 E---
5 cancel none failed canceled -
4 reply_unmatched ignored tcp_needed 0/0/0/0 E---
4 cancel none failed canceled -
3 reply_badcookie accepted query_ready 0/0/0/0 E--K
4 poll send_udp query_ready 0/0/0/0 E--K
5 poll send_udp query_ready 0/0/0/0 E--K
5 sent none awaiting_udp 0/0/0/0 E--K
6 poll wait awaiting_udp 0/0/0/0 E--K
6 expire failed_timeout failed timeout -
6 reply_unmatched ignored awaiting_udp 0/0/0/0 E--K
6 reply_answer accepted done - -
6 reply_cname accepted query_ready 0/0/0/1 E--K
6 reply_nxdomain accepted failed name_not_found -
6 reply_nodata accepted failed no_data -
6 reply_servfail accepted failed all_servers_failed -
6 reply_formerr accepted query_ready 0/0/0/0 ---K
6 reply_truncated accepted tcp_needed 0/0/0/0 E--K
7 poll connect_tcp connecting_tcp 0/0/0/0 E--K
8 poll wait connecting_tcp 0/0/0/0 E--K
8 expire failed_timeout failed timeout -
8 tcp_connected none tcp_ready 0/0/0/0 E--K
9 poll send_tcp tcp_ready 0/0/0/0 E--K
10 poll send_tcp tcp_ready 0/0/0/0 E--K
10 sent none awaiting_tcp 0/0/0/0 E--K
11 poll wait awaiting_tcp 0/0/0/0 E--K
11 expire failed_timeout failed timeout -
11 tcp_failed none failed timeout -
11 reply_unmatched ignored awaiting_tcp 0/0/0/0 E--K
11 reply_answer accepted done - -
11 reply_cname accepted query_ready 0/0/0/1 E--K
11 reply_nxdomain accepted failed name_not_found -
11 reply_nodata accepted failed no_data -
11 reply_servfail accepted failed all_servers_failed -
11 reply_formerr accepted query_ready 0/0/0/0 ---K
11 reply_truncated accepted failed no_data -
11 reply_badcookie accepted failed all_servers_failed -
11 cancel none failed canceled -
10 send_failed none failed timeout -
10 tcp_failed none failed timeout -
10 reply_unmatched ignored tcp_ready 0/0/0/0 E--K
10 cancel none failed canceled -
9 tcp_failed none failed timeout -
9 reply_unmatched ignored tcp_ready 0/0/0/0 E--K
9 cancel none failed canceled -
8 tcp_failed none failed timeout -
8 reply_unmatched ignored connecting_tcp 0/0/0/0 E--K
8 reply_answer ignored connecting_tcp 0/0/0/0 E--K
8 reply_cname ignored connecting_tcp 0/0/0/0 E--K
8 reply_nxdomain ignored connecting_tcp 0/0/0/0 E--K
8 reply_nodata ignored connecting_tcp 0/0/0/0 E--K
8 reply_servfail ignored connecting_tcp 0/0/0/0 E--K
8 reply_formerr ignored connecting_tcp 0/0/0/0 E--K
8 reply_truncated ignored connecting_tcp 0/0/0/0 E--K
8 reply_badcookie ignored connecting_tcp 0/0/0/0 E--K
8 cancel none failed canceled -
7 reply_unmatched ignored tcp_needed 0/0/0/0 E--K
7 cancel none failed canceled -
6 reply_badcookie accepted tcp_needed 0/0/0/0 E--K
6 cancel none failed canceled -
5 send_failed none failed timeout -
5 reply_unmatched ignored query_ready 0/0/0/0 E--K
5 cancel none failed canceled -
4 reply_unmatched ignored query_ready 0/0/0/0 E--K
4 cancel none failed canceled -
3 cancel none failed canceled -
2 send_failed none failed timeout -
2 reply_unmatched ignored query_ready 0/0/0/0 E---
2 cancel none failed canceled -
1 reply_unmatched ignored query_ready 0/0/0/0 E---
1 cancel none failed canceled -
config 1 1 1 true false
0 init none tcp_needed 0/0/0/0 E---
1 poll connect_tcp connecting_tcp 0/0/0/0 E---
2 poll wait connecting_tcp 0/0/0/0 E---
2 expire failed_timeout failed timeout -
3 poll failed_timeout failed timeout -
3 reply_unmatched ignored failed timeout -
2 tcp_connected none tcp_ready 0/0/0/0 E---
3 poll send_tcp tcp_ready 0/0/0/0 E---
4 poll send_tcp tcp_ready 0/0/0/0 E---
4 sent none awaiting_tcp 0/0/0/0 E---
5 poll wait awaiting_tcp 0/0/0/0 E---
5 expire failed_timeout failed timeout -
5 tcp_failed none failed timeout -
5 reply_unmatched ignored awaiting_tcp 0/0/0/0 E---
5 reply_answer accepted done - -
6 poll done done - -
6 reply_unmatched ignored done - -
5 reply_cname accepted tcp_needed 0/0/0/1 E---
6 poll connect_tcp connecting_tcp 0/0/0/1 E---
7 poll wait connecting_tcp 0/0/0/1 E---
7 expire failed_timeout failed timeout -
7 tcp_connected none tcp_ready 0/0/0/1 E---
8 poll send_tcp tcp_ready 0/0/0/1 E---
9 poll send_tcp tcp_ready 0/0/0/1 E---
9 sent none awaiting_tcp 0/0/0/1 E---
10 poll wait awaiting_tcp 0/0/0/1 E---
10 expire failed_timeout failed timeout -
10 tcp_failed none failed timeout -
10 reply_unmatched ignored awaiting_tcp 0/0/0/1 E---
10 reply_answer accepted done - -
10 reply_cname accepted tcp_needed 0/0/0/2 E---
11 poll connect_tcp connecting_tcp 0/0/0/2 E---
12 poll wait connecting_tcp 0/0/0/2 E---
12 expire failed_timeout failed timeout -
12 tcp_connected none tcp_ready 0/0/0/2 E---
13 poll send_tcp tcp_ready 0/0/0/2 E---
14 poll send_tcp tcp_ready 0/0/0/2 E---
14 sent none awaiting_tcp 0/0/0/2 E---
15 poll wait awaiting_tcp 0/0/0/2 E---
15 expire failed_timeout failed timeout -
15 tcp_failed none failed timeout -
15 reply_unmatched ignored awaiting_tcp 0/0/0/2 E---
15 reply_answer accepted done - -
15 reply_cname accepted tcp_needed 0/0/0/3 E---
16 poll connect_tcp connecting_tcp 0/0/0/3 E---
17 poll wait connecting_tcp 0/0/0/3 E---
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/3 E---
18 poll send_tcp tcp_ready 0/0/0/3 E---
19 poll send_tcp tcp_ready 0/0/0/3 E---
19 sent none awaiting_tcp 0/0/0/3 E---
20 poll wait awaiting_tcp 0/0/0/3 E---
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/3 E---
20 reply_answer accepted done - -
20 reply_cname accepted tcp_needed 0/0/0/4 E---
21 poll connect_tcp connecting_tcp 0/0/0/4 E---
22 poll wait connecting_tcp 0/0/0/4 E---
22 expire failed_timeout failed timeout -
22 tcp_connected none tcp_ready 0/0/0/4 E---
23 poll send_tcp tcp_ready 0/0/0/4 E---
24 poll send_tcp tcp_ready 0/0/0/4 E---
24 sent none awaiting_tcp 0/0/0/4 E---
25 poll wait awaiting_tcp 0/0/0/4 E---
25 expire failed_timeout failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored awaiting_tcp 0/0/0/4 E---
25 reply_answer accepted done - -
25 reply_cname accepted tcp_needed 0/0/0/5 E---
26 poll connect_tcp connecting_tcp 0/0/0/5 E---
27 poll wait connecting_tcp 0/0/0/5 E---
27 expire failed_timeout failed timeout -
27 tcp_connected none tcp_ready 0/0/0/5 E---
28 poll send_tcp tcp_ready 0/0/0/5 E---
29 poll send_tcp tcp_ready 0/0/0/5 E---
29 sent none awaiting_tcp 0/0/0/5 E---
30 poll wait awaiting_tcp 0/0/0/5 E---
30 expire failed_timeout failed timeout -
30 tcp_failed none failed timeout -
30 reply_unmatched ignored awaiting_tcp 0/0/0/5 E---
30 reply_answer accepted done - -
30 reply_cname accepted tcp_needed 0/0/0/6 E---
31 poll connect_tcp connecting_tcp 0/0/0/6 E---
32 poll wait connecting_tcp 0/0/0/6 E---
32 expire failed_timeout failed timeout -
32 tcp_connected none tcp_ready 0/0/0/6 E---
33 poll send_tcp tcp_ready 0/0/0/6 E---
34 poll send_tcp tcp_ready 0/0/0/6 E---
34 sent none awaiting_tcp 0/0/0/6 E---
35 poll wait awaiting_tcp 0/0/0/6 E---
35 expire failed_timeout failed timeout -
35 tcp_failed none failed timeout -
35 reply_unmatched ignored awaiting_tcp 0/0/0/6 E---
35 reply_answer accepted done - -
35 reply_cname accepted tcp_needed 0/0/0/7 E---
36 poll connect_tcp connecting_tcp 0/0/0/7 E---
37 poll wait connecting_tcp 0/0/0/7 E---
37 expire failed_timeout failed timeout -
37 tcp_connected none tcp_ready 0/0/0/7 E---
38 poll send_tcp tcp_ready 0/0/0/7 E---
39 poll send_tcp tcp_ready 0/0/0/7 E---
39 sent none awaiting_tcp 0/0/0/7 E---
40 poll wait awaiting_tcp 0/0/0/7 E---
40 expire failed_timeout failed timeout -
40 tcp_failed none failed timeout -
40 reply_unmatched ignored awaiting_tcp 0/0/0/7 E---
40 reply_answer accepted done - -
40 reply_cname accepted tcp_needed 0/0/0/8 E---
41 poll connect_tcp connecting_tcp 0/0/0/8 E---
42 poll wait connecting_tcp 0/0/0/8 E---
42 expire failed_timeout failed timeout -
42 tcp_connected none tcp_ready 0/0/0/8 E---
43 poll send_tcp tcp_ready 0/0/0/8 E---
44 poll send_tcp tcp_ready 0/0/0/8 E---
44 sent none awaiting_tcp 0/0/0/8 E---
45 poll wait awaiting_tcp 0/0/0/8 E---
45 expire failed_timeout failed timeout -
45 tcp_failed none failed timeout -
45 reply_unmatched ignored awaiting_tcp 0/0/0/8 E---
45 reply_answer accepted done - -
45 reply_cname accepted failed chain_too_long -
46 poll failed_chain_too_long failed chain_too_long -
46 reply_unmatched ignored failed chain_too_long -
45 reply_nxdomain accepted failed name_not_found -
46 poll failed_name_not_found failed name_not_found -
46 reply_unmatched ignored failed name_not_found -
45 reply_nodata accepted failed no_data -
46 poll failed_no_data failed no_data -
46 reply_unmatched ignored failed no_data -
45 reply_servfail accepted failed all_servers_failed -
46 poll failed_all_servers_failed failed all_servers_failed -
46 reply_unmatched ignored failed all_servers_failed -
45 reply_formerr accepted tcp_needed 0/0/0/8 ----
46 poll connect_tcp connecting_tcp 0/0/0/8 ----
47 poll wait connecting_tcp 0/0/0/8 ----
47 expire failed_timeout failed timeout -
47 tcp_connected none tcp_ready 0/0/0/8 ----
48 poll send_tcp tcp_ready 0/0/0/8 ----
49 poll send_tcp tcp_ready 0/0/0/8 ----
49 sent none awaiting_tcp 0/0/0/8 ----
50 poll wait awaiting_tcp 0/0/0/8 ----
50 expire failed_timeout failed timeout -
50 tcp_failed none failed timeout -
50 reply_unmatched ignored awaiting_tcp 0/0/0/8 ----
50 reply_answer accepted done - -
50 reply_cname accepted failed chain_too_long -
50 reply_nxdomain accepted failed name_not_found -
50 reply_nodata accepted failed no_data -
50 reply_servfail accepted failed all_servers_failed -
50 reply_formerr accepted failed all_servers_failed -
50 reply_truncated accepted failed no_data -
50 reply_badcookie accepted failed all_servers_failed -
50 cancel none failed canceled -
51 poll failed_canceled failed canceled -
51 reply_unmatched ignored failed canceled -
49 send_failed none failed timeout -
49 tcp_failed none failed timeout -
49 reply_unmatched ignored tcp_ready 0/0/0/8 ----
49 cancel none failed canceled -
48 tcp_failed none failed timeout -
48 reply_unmatched ignored tcp_ready 0/0/0/8 ----
48 cancel none failed canceled -
47 tcp_failed none failed timeout -
47 reply_unmatched ignored connecting_tcp 0/0/0/8 ----
47 reply_answer ignored connecting_tcp 0/0/0/8 ----
47 reply_cname ignored connecting_tcp 0/0/0/8 ----
47 reply_nxdomain ignored connecting_tcp 0/0/0/8 ----
47 reply_nodata ignored connecting_tcp 0/0/0/8 ----
47 reply_servfail ignored connecting_tcp 0/0/0/8 ----
47 reply_formerr ignored connecting_tcp 0/0/0/8 ----
47 reply_truncated ignored connecting_tcp 0/0/0/8 ----
47 reply_badcookie ignored connecting_tcp 0/0/0/8 ----
47 cancel none failed canceled -
46 reply_unmatched ignored tcp_needed 0/0/0/8 ----
46 cancel none failed canceled -
45 reply_truncated accepted failed no_data -
45 reply_badcookie accepted failed all_servers_failed -
45 cancel none failed canceled -
44 send_failed none failed timeout -
44 tcp_failed none failed timeout -
44 reply_unmatched ignored tcp_ready 0/0/0/8 E---
44 cancel none failed canceled -
43 tcp_failed none failed timeout -
43 reply_unmatched ignored tcp_ready 0/0/0/8 E---
43 cancel none failed canceled -
42 tcp_failed none failed timeout -
42 reply_unmatched ignored connecting_tcp 0/0/0/8 E---
42 reply_answer ignored connecting_tcp 0/0/0/8 E---
42 reply_cname ignored connecting_tcp 0/0/0/8 E---
42 reply_nxdomain ignored connecting_tcp 0/0/0/8 E---
42 reply_nodata ignored connecting_tcp 0/0/0/8 E---
42 reply_servfail ignored connecting_tcp 0/0/0/8 E---
42 reply_formerr ignored connecting_tcp 0/0/0/8 E---
42 reply_truncated ignored connecting_tcp 0/0/0/8 E---
42 reply_badcookie ignored connecting_tcp 0/0/0/8 E---
42 cancel none failed canceled -
41 reply_unmatched ignored tcp_needed 0/0/0/8 E---
41 cancel none failed canceled -
40 reply_nxdomain accepted failed name_not_found -
40 reply_nodata accepted failed no_data -
40 reply_servfail accepted failed all_servers_failed -
40 reply_formerr accepted tcp_needed 0/0/0/7 ----
41 poll connect_tcp connecting_tcp 0/0/0/7 ----
42 poll wait connecting_tcp 0/0/0/7 ----
42 expire failed_timeout failed timeout -
42 tcp_connected none tcp_ready 0/0/0/7 ----
43 poll send_tcp tcp_ready 0/0/0/7 ----
44 poll send_tcp tcp_ready 0/0/0/7 ----
44 sent none awaiting_tcp 0/0/0/7 ----
45 poll wait awaiting_tcp 0/0/0/7 ----
45 expire failed_timeout failed timeout -
45 tcp_failed none failed timeout -
45 reply_unmatched ignored awaiting_tcp 0/0/0/7 ----
45 reply_answer accepted done - -
45 reply_cname accepted tcp_needed 0/0/0/8 ----
45 reply_nxdomain accepted failed name_not_found -
45 reply_nodata accepted failed no_data -
45 reply_servfail accepted failed all_servers_failed -
45 reply_formerr accepted failed all_servers_failed -
45 reply_truncated accepted failed no_data -
45 reply_badcookie accepted failed all_servers_failed -
45 cancel none failed canceled -
44 send_failed none failed timeout -
44 tcp_failed none failed timeout -
44 reply_unmatched ignored tcp_ready 0/0/0/7 ----
44 cancel none failed canceled -
43 tcp_failed none failed timeout -
43 reply_unmatched ignored tcp_ready 0/0/0/7 ----
43 cancel none failed canceled -
42 tcp_failed none failed timeout -
42 reply_unmatched ignored connecting_tcp 0/0/0/7 ----
42 reply_answer ignored connecting_tcp 0/0/0/7 ----
42 reply_cname ignored connecting_tcp 0/0/0/7 ----
42 reply_nxdomain ignored connecting_tcp 0/0/0/7 ----
42 reply_nodata ignored connecting_tcp 0/0/0/7 ----
42 reply_servfail ignored connecting_tcp 0/0/0/7 ----
42 reply_formerr ignored connecting_tcp 0/0/0/7 ----
42 reply_truncated ignored connecting_tcp 0/0/0/7 ----
42 reply_badcookie ignored connecting_tcp 0/0/0/7 ----
42 cancel none failed canceled -
41 reply_unmatched ignored tcp_needed 0/0/0/7 ----
41 cancel none failed canceled -
40 reply_truncated accepted failed no_data -
40 reply_badcookie accepted failed all_servers_failed -
40 cancel none failed canceled -
39 send_failed none failed timeout -
39 tcp_failed none failed timeout -
39 reply_unmatched ignored tcp_ready 0/0/0/7 E---
39 cancel none failed canceled -
38 tcp_failed none failed timeout -
38 reply_unmatched ignored tcp_ready 0/0/0/7 E---
38 cancel none failed canceled -
37 tcp_failed none failed timeout -
