hops 8
config 0 1 1 false false
25 reply_unmatched ignored tcp_needed 0/0/0/6 ----
25 cancel none failed canceled -
24 reply_badcookie accepted query_ready 0/0/0/6 ---K
25 poll send_udp query_ready 0/0/0/6 ---K
26 poll send_udp query_ready 0/0/0/6 ---K
26 sent none awaiting_udp 0/0/0/6 ---K
27 poll wait awaiting_udp 0/0/0/6 ---K
27 expire failed_timeout failed timeout -
27 reply_unmatched ignored awaiting_udp 0/0/0/6 ---K
27 reply_answer accepted done - -
27 reply_cname accepted query_ready 0/0/0/7 ---K
27 reply_nxdomain accepted failed name_not_found -
27 reply_nodata accepted failed no_data -
27 reply_servfail accepted failed all_servers_failed -
27 reply_formerr accepted failed all_servers_failed -
27 reply_truncated accepted tcp_needed 0/0/0/6 ---K
28 poll connect_tcp connecting_tcp 0/0/0/6 ---K
29 poll wait connecting_tcp 0/0/0/6 ---K
29 expire failed_timeout failed timeout -
29 tcp_connected none tcp_ready 0/0/0/6 ---K
30 poll send_tcp tcp_ready 0/0/0/6 ---K
31 poll send_tcp tcp_ready 0/0/0/6 ---K
31 sent none awaiting_tcp 0/0/0/6 ---K
32 poll wait awaiting_tcp 0/0/0/6 ---K
32 expire failed_timeout failed timeout -
32 tcp_failed none failed timeout -
32 reply_unmatched ignored awaiting_tcp 0/0/0/6 ---K
32 reply_answer accepted done - -
32 reply_cname accepted query_ready 0/0/0/7 ---K
32 reply_nxdomain accepted failed name_not_found -
32 reply_nodata accepted failed no_data -
32 reply_servfail accepted failed all_servers_failed -
32 reply_formerr accepted failed all_servers_failed -
32 reply_truncated accepted failed no_data -
32 reply_badcookie accepted failed all_servers_failed -
32 cancel none failed canceled -
31 send_failed none failed timeout -
31 tcp_failed none failed timeout -
31 reply_unmatched ignored tcp_ready 0/0/0/6 ---K
31 cancel none failed canceled -
30 tcp_failed none failed timeout -
30 reply_unmatched ignored tcp_ready 0/0/0/6 ---K
30 cancel none failed canceled -
29 tcp_failed none failed timeout -
29 reply_unmatched ignored connecting_tcp 0/0/0/6 ---K
29 reply_answer ignored connecting_tcp 0/0/0/6 ---K
29 reply_cname ignored connecting_tcp 0/0/0/6 ---K
29 reply_nxdomain ignored connecting_tcp 0/0/0/6 ---K
29 reply_nodata ignored connecting_tcp 0/0/0/6 ---K
29 reply_servfail ignored connecting_tcp 0/0/0/6 ---K
29 reply_formerr ignored connecting_tcp 0/0/0/6 ---K
29 reply_truncated ignored connecting_tcp 0/0/0/6 ---K
29 reply_badcookie ignored connecting_tcp 0/0/0/6 ---K
29 cancel none failed canceled -
28 reply_unmatched ignored tcp_needed 0/0/0/6 ---K
28 cancel none failed canceled -
27 reply_badcookie accepted tcp_needed 0/0/0/6 ---K
27 cancel none failed canceled -
26 send_failed none failed timeout -
26 reply_unmatched ignored query_ready 0/0/0/6 ---K
26 cancel none failed canceled -
25 reply_unmatched ignored query_ready 0/0/0/6 ---K
25 cancel none failed canceled -
24 cancel none failed canceled -
23 send_failed none failed timeout -
23 reply_unmatched ignored query_ready 0/0/0/6 ----
23 cancel none failed canceled -
22 reply_unmatched ignored query_ready 0/0/0/6 ----
22 cancel none failed canceled -
21 reply_truncated accepted tcp_needed 0/0/0/6 E---
22 poll connect_tcp connecting_tcp 0/0/0/6 E---
23 poll wait connecting_tcp 0/0/0/6 E---
23 expire failed_timeout failed timeout -
23 tcp_connected none tcp_ready 0/0/0/6 E---
24 poll send_tcp tcp_ready 0/0/0/6 E---
25 poll send_tcp tcp_ready 0/0/0/6 E---
25 sent none awaiting_tcp 0/0/0/6 E---
26 poll wait awaiting_tcp 0/0/0/6 E---
26 expire failed_timeout failed timeout -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored awaiting_tcp 0/0/0/6 E---
26 reply_answer accepted done - -
26 reply_cname accepted query_ready 0/0/0/7 E---
26 reply_nxdomain accepted failed name_not_found -
26 reply_nodata accepted failed no_data -
26 reply_servfail accepted failed all_servers_failed -
26 reply_formerr accepted query_ready 0/0/0/6 ----
26 reply_truncated accepted failed no_data -
26 reply_badcookie accepted failed all_servers_failed -
26 cancel none failed canceled -
25 send_failed none failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored tcp_ready 0/0/0/6 E---
25 cancel none failed canceled -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/6 E---
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored connecting_tcp 0/0/0/6 E---
23 reply_answer ignored connecting_tcp 0/0/0/6 E---
23 reply_cname ignored connecting_tcp 0/0/0/6 E---
23 reply_nxdomain ignored connecting_tcp 0/0/0/6 E---
23 reply_nodata ignored connecting_tcp 0/0/0/6 E---
23 reply_servfail ignored connecting_tcp 0/0/0/6 E---
23 reply_formerr ignored connecting_tcp 0/0/0/6 E---
23 reply_truncated ignored connecting_tcp 0/0/0/6 E---
23 reply_badcookie ignored connecting_tcp 0/0/0/6 E---
23 cancel none failed canceled -
22 reply_unmatched ignored tcp_needed 0/0/0/6 E---
22 cancel none failed canceled -
21 reply_badcookie accepted query_ready 0/0/0/6 E--K
22 poll send_udp query_ready 0/0/0/6 E--K
23 poll send_udp query_ready 0/0/0/6 E--K
23 sent none awaiting_udp 0/0/0/6 E--K
24 poll wait awaiting_udp 0/0/0/6 E--K
24 expire failed_timeout failed timeout -
24 reply_unmatched ignored awaiting_udp 0/0/0/6 E--K
24 reply_answer accepted done - -
24 reply_cname accepted query_ready 0/0/0/7 E--K
24 reply_nxdomain accepted failed name_not_found -
24 reply_nodata accepted failed no_data -
24 reply_servfail accepted failed all_servers_failed -
24 reply_formerr accepted query_ready 0/0/0/6 ---K
24 reply_truncated accepted tcp_needed 0/0/0/6 E--K
25 poll connect_tcp connecting_tcp 0/0/0/6 E--K
26 poll wait connecting_tcp 0/0/0/6 E--K
26 expire failed_timeout failed timeout -
26 tcp_connected none tcp_ready 0/0/0/6 E--K
27 poll send_tcp tcp_ready 0/0/0/6 E--K
28 poll send_tcp tcp_ready 0/0/0/6 E--K
28 sent none awaiting_tcp 0/0/0/6 E--K
29 poll wait awaiting_tcp 0/0/0/6 E--K
29 expire failed_timeout failed timeout -
29 tcp_failed none failed timeout -
29 reply_unmatched ignored awaiting_tcp 0/0/0/6 E--K
29 reply_answer accepted done - -
29 reply_cname accepted query_ready 0/0/0/7 E--K
29 reply_nxdomain accepted failed name_not_found -
29 reply_nodata accepted failed no_data -
29 reply_servfail accepted failed all_servers_failed -
29 reply_formerr accepted query_ready 0/0/0/6 ---K
29 reply_truncated accepted failed no_data -
29 reply_badcookie accepted failed all_servers_failed -
29 cancel none failed canceled -
28 send_failed none failed timeout -
28 tcp_failed none failed timeout -
28 reply_unmatched ignored tcp_ready 0/0/0/6 E--K
28 cancel none failed canceled -
27 tcp_failed none failed timeout -
27 reply_unmatched ignored tcp_ready 0/0/0/6 E--K
27 cancel none failed canceled -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored connecting_tcp 0/0/0/6 E--K
26 reply_answer ignored connecting_tcp 0/0/0/6 E--K
26 reply_cname ignored connecting_tcp 0/0/0/6 E--K
26 reply_nxdomain ignored connecting_tcp 0/0/0/6 E--K
26 reply_nodata ignored connecting_tcp 0/0/0/6 E--K
26 reply_servfail ignored connecting_tcp 0/0/0/6 E--K
26 reply_formerr ignored connecting_tcp 0/0/0/6 E--K
26 reply_truncated ignored connecting_tcp 0/0/0/6 E--K
26 reply_badcookie ignored connecting_tcp 0/0/0/6 E--K
26 cancel none failed canceled -
25 reply_unmatched ignored tcp_needed 0/0/0/6 E--K
25 cancel none failed canceled -
24 reply_badcookie accepted tcp_needed 0/0/0/6 E--K
24 cancel none failed canceled -
23 send_failed none failed timeout -
23 reply_unmatched ignored query_ready 0/0/0/6 E--K
23 cancel none failed canceled -
22 reply_unmatched ignored query_ready 0/0/0/6 E--K
22 cancel none failed canceled -
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/6 E---
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/6 E---
19 cancel none failed canceled -
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted query_ready 0/0/0/5 ----
19 poll send_udp query_ready 0/0/0/5 ----
20 poll send_udp query_ready 0/0/0/5 ----
20 sent none awaiting_udp 0/0/0/5 ----
21 poll wait awaiting_udp 0/0/0/5 ----
21 expire failed_timeout failed timeout -
21 reply_unmatched ignored awaiting_udp 0/0/0/5 ----
21 reply_answer accepted done - -
21 reply_cname accepted query_ready 0/0/0/6 ----
21 reply_nxdomain accepted failed name_not_found -
21 reply_nodata accepted failed no_data -
21 reply_servfail accepted failed all_servers_failed -
21 reply_formerr accepted failed all_servers_failed -
21 reply_truncated accepted tcp_needed 0/0/0/5 ----
22 poll connect_tcp connecting_tcp 0/0/0/5 ----
23 poll wait connecting_tcp 0/0/0/5 ----
23 expire failed_timeout failed timeout -
23 tcp_connected none tcp_ready 0/0/0/5 ----
24 poll send_tcp tcp_ready 0/0/0/5 ----
25 poll send_tcp tcp_ready 0/0/0/5 ----
25 sent none awaiting_tcp 0/0/0/5 ----
26 poll wait awaiting_tcp 0/0/0/5 ----
26 expire failed_timeout failed timeout -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored awaiting_tcp 0/0/0/5 ----
26 reply_answer accepted done - -
26 reply_cname accepted query_ready 0/0/0/6 ----
26 reply_nxdomain accepted failed name_not_found -
26 reply_nodata accepted failed no_data -
26 reply_servfail accepted failed all_servers_failed -
26 reply_formerr accepted failed all_servers_failed -
26 reply_truncated accepted failed no_data -
26 reply_badcookie accepted failed all_servers_failed -
26 cancel none failed canceled -
25 send_failed none failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored tcp_ready 0/0/0/5 ----
25 cancel none failed canceled -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/5 ----
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored connecting_tcp 0/0/0/5 ----
23 reply_answer ignored connecting_tcp 0/0/0/5 ----
23 reply_cname ignored connecting_tcp 0/0/0/5 ----
23 reply_nxdomain ignored connecting_tcp 0/0/0/5 ----
23 reply_nodata ignored connecting_tcp 0/0/0/5 ----
23 reply_servfail ignored connecting_tcp 0/0/0/5 ----
23 reply_formerr ignored connecting_tcp 0/0/0/5 ----
23 reply_truncated ignored connecting_tcp 0/0/0/5 ----
23 reply_badcookie ignored connecting_tcp 0/0/0/5 ----
23 cancel none failed canceled -
22 reply_unmatched ignored tcp_needed 0/0/0/5 ----
22 cancel none failed canceled -
21 reply_badcookie accepted query_ready 0/0/0/5 ---K
22 poll send_udp query_ready 0/0/0/5 ---K
23 poll send_udp query_ready 0/0/0/5 ---K
23 sent none awaiting_udp 0/0/0/5 ---K
24 poll wait awaiting_udp 0/0/0/5 ---K
24 expire failed_timeout failed timeout -
24 reply_unmatched ignored awaiting_udp 0/0/0/5 ---K
24 reply_answer accepted done - -
24 reply_cname accepted query_ready 0/0/0/6 ---K
24 reply_nxdomain accepted failed name_not_found -
24 reply_nodata accepted failed no_data -
24 reply_servfail accepted failed all_servers_failed -
24 reply_formerr accepted failed all_servers_failed -
24 reply_truncated accepted tcp_needed 0/0/0/5 ---K
25 poll connect_tcp connecting_tcp 0/0/0/5 ---K
26 poll wait connecting_tcp 0/0/0/5 ---K
26 expire failed_timeout failed timeout -
26 tcp_connected none tcp_ready 0/0/0/5 ---K
27 poll send_tcp tcp_ready 0/0/0/5 ---K
28 poll send_tcp tcp_ready 0/0/0/5 ---K
28 sent none awaiting_tcp 0/0/0/5 ---K
29 poll wait awaiting_tcp 0/0/0/5 ---K
29 expire failed_timeout failed timeout -
29 tcp_failed none failed timeout -
29 reply_unmatched ignored awaiting_tcp 0/0/0/5 ---K
29 reply_answer accepted done - -
29 reply_cname accepted query_ready 0/0/0/6 ---K
29 reply_nxdomain accepted failed name_not_found -
29 reply_nodata accepted failed no_data -
29 reply_servfail accepted failed all_servers_failed -
29 reply_formerr accepted failed all_servers_failed -
29 reply_truncated accepted failed no_data -
29 reply_badcookie accepted failed all_servers_failed -
29 cancel none failed canceled -
28 send_failed none failed timeout -
28 tcp_failed none failed timeout -
28 reply_unmatched ignored tcp_ready 0/0/0/5 ---K
28 cancel none failed canceled -
27 tcp_failed none failed timeout -
27 reply_unmatched ignored tcp_ready 0/0/0/5 ---K
27 cancel none failed canceled -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored connecting_tcp 0/0/0/5 ---K
26 reply_answer ignored connecting_tcp 0/0/0/5 ---K
26 reply_cname ignored connecting_tcp 0/0/0/5 ---K
26 reply_nxdomain ignored connecting_tcp 0/0/0/5 ---K
26 reply_nodata ignored connecting_tcp 0/0/0/5 ---K
26 reply_servfail ignored connecting_tcp 0/0/0/5 ---K
26 reply_formerr ignored connecting_tcp 0/0/0/5 ---K
26 reply_truncated ignored connecting_tcp 0/0/0/5 ---K
26 reply_badcookie ignored connecting_tcp 0/0/0/5 ---K
26 cancel none failed canceled -
25 reply_unmatched ignored tcp_needed 0/0/0/5 ---K
25 cancel none failed canceled -
24 reply_badcookie accepted tcp_needed 0/0/0/5 ---K
24 cancel none failed canceled -
23 send_failed none failed timeout -
23 reply_unmatched ignored query_ready 0/0/0/5 ---K
23 cancel none failed canceled -
22 reply_unmatched ignored query_ready 0/0/0/5 ---K
22 cancel none failed canceled -
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/5 ----
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/5 ----
19 cancel none failed canceled -
18 reply_truncated accepted tcp_needed 0/0/0/5 E---
19 poll connect_tcp connecting_tcp 0/0/0/5 E---
20 poll wait connecting_tcp 0/0/0/5 E---
20 expire failed_timeout failed timeout -
20 tcp_connected none tcp_ready 0/0/0/5 E---
21 poll send_tcp tcp_ready 0/0/0/5 E---
22 poll send_tcp tcp_ready 0/0/0/5 E---
22 sent none awaiting_tcp 0/0/0/5 E---
23 poll wait awaiting_tcp 0/0/0/5 E---
23 expire failed_timeout failed timeout -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored awaiting_tcp 0/0/0/5 E---
23 reply_answer accepted done - -
23 reply_cname accepted query_ready 0/0/0/6 E---
23 reply_nxdomain accepted failed name_not_found -
23 reply_nodata accepted failed no_data -
23 reply_servfail accepted failed all_servers_failed -
23 reply_formerr accepted query_ready 0/0/0/5 ----
23 reply_truncated accepted failed no_data -
23 reply_badcookie accepted failed all_servers_failed -
23 cancel none failed canceled -
22 send_failed none failed timeout -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored tcp_ready 0/0/0/5 E---
22 cancel none failed canceled -
21 tcp_failed none failed timeout -
21 reply_unmatched ignored tcp_ready 0/0/0/5 E---
21 cancel none failed canceled -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored connecting_tcp 0/0/0/5 E---
20 reply_answer ignored connecting_tcp 0/0/0/5 E---
20 reply_cname ignored connecting_tcp 0/0/0/5 E---
20 reply_nxdomain ignored connecting_tcp 0/0/0/5 E---
20 reply_nodata ignored connecting_tcp 0/0/0/5 E---
20 reply_servfail ignored connecting_tcp 0/0/0/5 E---
20 reply_formerr ignored connecting_tcp 0/0/0/5 E---
20 reply_truncated ignored connecting_tcp 0/0/0/5 E---
20 reply_badcookie ignored connecting_tcp 0/0/0/5 E---
20 cancel none failed canceled -
19 reply_unmatched ignored tcp_needed 0/0/0/5 E---
19 cancel none failed canceled -
18 reply_badcookie accepted query_ready 0/0/0/5 E--K
19 poll send_udp query_ready 0/0/0/5 E--K
20 poll send_udp query_ready 0/0/0/5 E--K
20 sent none awaiting_udp 0/0/0/5 E--K
21 poll wait awaiting_udp 0/0/0/5 E--K
21 expire failed_timeout failed timeout -
21 reply_unmatched ignored awaiting_udp 0/0/0/5 E--K
21 reply_answer accepted done - -
21 reply_cname accepted query_ready 0/0/0/6 E--K
21 reply_nxdomain accepted failed name_not_found -
21 reply_nodata accepted failed no_data -
21 reply_servfail accepted failed all_servers_failed -
21 reply_formerr accepted query_ready 0/0/0/5 ---K
21 reply_truncated accepted tcp_needed 0/0/0/5 E--K
22 poll connect_tcp connecting_tcp 0/0/0/5 E--K
23 poll wait connecting_tcp 0/0/0/5 E--K
23 expire failed_timeout failed timeout -
23 tcp_connected none tcp_ready 0/0/0/5 E--K
24 poll send_tcp tcp_ready 0/0/0/5 E--K
25 poll send_tcp tcp_ready 0/0/0/5 E--K
25 sent none awaiting_tcp 0/0/0/5 E--K
26 poll wait awaiting_tcp 0/0/0/5 E--K
26 expire failed_timeout failed timeout -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored awaiting_tcp 0/0/0/5 E--K
26 reply_answer accepted done - -
26 reply_cname accepted query_ready 0/0/0/6 E--K
26 reply_nxdomain accepted failed name_not_found -
26 reply_nodata accepted failed no_data -
26 reply_servfail accepted failed all_servers_failed -
26 reply_formerr accepted query_ready 0/0/0/5 ---K
26 reply_truncated accepted failed no_data -
26 reply_badcookie accepted failed all_servers_failed -
26 cancel none failed canceled -
25 send_failed none failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored tcp_ready 0/0/0/5 E--K
25 cancel none failed canceled -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/5 E--K
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored connecting_tcp 0/0/0/5 E--K
23 reply_answer ignored connecting_tcp 0/0/0/5 E--K
23 reply_cname ignored connecting_tcp 0/0/0/5 E--K
23 reply_nxdomain ignored connecting_tcp 0/0/0/5 E--K
23 reply_nodata ignored connecting_tcp 0/0/0/5 E--K
23 reply_servfail ignored connecting_tcp 0/0/0/5 E--K
23 reply_formerr ignored connecting_tcp 0/0/0/5 E--K
23 reply_truncated ignored connecting_tcp 0/0/0/5 E--K
23 reply_badcookie ignored connecting_tcp 0/0/0/5 E--K
23 cancel none failed canceled -
22 reply_unmatched ignored tcp_needed 0/0/0/5 E--K
22 cancel none failed canceled -
21 reply_badcookie accepted tcp_needed 0/0/0/5 E--K
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/5 E--K
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/5 E--K
19 cancel none failed canceled -
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/5 E---
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/5 E---
16 cancel none failed canceled -
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted query_ready 0/0/0/4 ----
16 poll send_udp query_ready 0/0/0/4 ----
17 poll send_udp query_ready 0/0/0/4 ----
17 sent none awaiting_udp 0/0/0/4 ----
18 poll wait awaiting_udp 0/0/0/4 ----
18 expire failed_timeout failed timeout -
18 reply_unmatched ignored awaiting_udp 0/0/0/4 ----
18 reply_answer accepted done - -
18 reply_cname accepted query_ready 0/0/0/5 ----
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted failed all_servers_failed -
18 reply_truncated accepted tcp_needed 0/0/0/4 ----
19 poll connect_tcp connecting_tcp 0/0/0/4 ----
20 poll wait connecting_tcp 0/0/0/4 ----
20 expire failed_timeout failed timeout -
20 tcp_connected none tcp_ready 0/0/0/4 ----
21 poll send_tcp tcp_ready 0/0/0/4 ----
22 poll send_tcp tcp_ready 0/0/0/4 ----
22 sent none awaiting_tcp 0/0/0/4 ----
23 poll wait awaiting_tcp 0/0/0/4 ----
23 expire failed_timeout failed timeout -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored awaiting_tcp 0/0/0/4 ----
23 reply_answer accepted done - -
23 reply_cname accepted query_ready 0/0/0/5 ----
23 reply_nxdomain accepted failed name_not_found -
23 reply_nodata accepted failed no_data -
23 reply_servfail accepted failed all_servers_failed -
23 reply_formerr accepted failed all_servers_failed -
23 reply_truncated accepted failed no_data -
23 reply_badcookie accepted failed all_servers_failed -
23 cancel none failed canceled -
22 send_failed none failed timeout -
22 tcp_failed none failed timeout -
22 reply_unmatched ignored tcp_ready 0/0/0/4 ----
22 cancel none failed canceled -
21 tcp_failed none failed timeout -
21 reply_unmatched ignored tcp_ready 0/0/0/4 ----
21 cancel none failed canceled -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored connecting_tcp 0/0/0/4 ----
20 reply_answer ignored connecting_tcp 0/0/0/4 ----
20 reply_cname ignored connecting_tcp 0/0/0/4 ----
20 reply_nxdomain ignored connecting_tcp 0/0/0/4 ----
20 reply_nodata ignored connecting_tcp 0/0/0/4 ----
20 reply_servfail ignored connecting_tcp 0/0/0/4 ----
20 reply_formerr ignored connecting_tcp 0/0/0/4 ----
20 reply_truncated ignored connecting_tcp 0/0/0/4 ----
20 reply_badcookie ignored connecting_tcp 0/0/0/4 ----
20 cancel none failed canceled -
19 reply_unmatched ignored tcp_needed 0/0/0/4 ----
19 cancel none failed canceled -
18 reply_badcookie accepted query_ready 0/0/0/4 ---K
19 poll send_udp query_ready 0/0/0/4 ---K
20 poll send_udp query_ready 0/0/0/4 ---K
20 sent none awaiting_udp 0/0/0/4 ---K
21 poll wait awaiting_udp 0/0/0/4 ---K
21 expire failed_timeout failed timeout -
21 reply_unmatched ignored awaiting_udp 0/0/0/4 ---K
21 reply_answer accepted done - -
21 reply_cname accepted query_ready 0/0/0/5 ---K
21 reply_nxdomain accepted failed name_not_found -
21 reply_nodata accepted failed no_data -
21 reply_servfail accepted failed all_servers_failed -
21 reply_formerr accepted failed all_servers_failed -
21 reply_truncated accepted tcp_needed 0/0/0/4 ---K
22 poll connect_tcp connecting_tcp 0/0/0/4 ---K
23 poll wait connecting_tcp 0/0/0/4 ---K
23 expire failed_timeout failed timeout -
23 tcp_connected none tcp_ready 0/0/0/4 ---K
24 poll send_tcp tcp_ready 0/0/0/4 ---K
25 poll send_tcp tcp_ready 0/0/0/4 ---K
25 sent none awaiting_tcp 0/0/0/4 ---K
26 poll wait awaiting_tcp 0/0/0/4 ---K
26 expire failed_timeout failed timeout -
26 tcp_failed none failed timeout -
26 reply_unmatched ignored awaiting_tcp 0/0/0/4 ---K
26 reply_answer accepted done - -
26 reply_cname accepted query_ready 0/0/0/5 ---K
26 reply_nxdomain accepted failed name_not_found -
26 reply_nodata accepted failed no_data -
26 reply_servfail accepted failed all_servers_failed -
26 reply_formerr accepted failed all_servers_failed -
26 reply_truncated accepted failed no_data -
26 reply_badcookie accepted failed all_servers_failed -
26 cancel none failed canceled -
25 send_failed none failed timeout -
25 tcp_failed none failed timeout -
25 reply_unmatched ignored tcp_ready 0/0/0/4 ---K
25 cancel none failed canceled -
24 tcp_failed none failed timeout -
24 reply_unmatched ignored tcp_ready 0/0/0/4 ---K
24 cancel none failed canceled -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored connecting_tcp 0/0/0/4 ---K
23 reply_answer ignored connecting_tcp 0/0/0/4 ---K
23 reply_cname ignored connecting_tcp 0/0/0/4 ---K
23 reply_nxdomain ignored connecting_tcp 0/0/0/4 ---K
23 reply_nodata ignored connecting_tcp 0/0/0/4 ---K
23 reply_servfail ignored connecting_tcp 0/0/0/4 ---K
23 reply_formerr ignored connecting_tcp 0/0/0/4 ---K
23 reply_truncated ignored connecting_tcp 0/0/0/4 ---K
23 reply_badcookie ignored connecting_tcp 0/0/0/4 ---K
23 cancel none failed canceled -
22 reply_unmatched ignored tcp_needed 0/0/0/4 ---K
22 cancel none failed canceled -
21 reply_badcookie accepted tcp_needed 0/0/0/4 ---K
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/4 ---K
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/4 ---K
19 cancel none failed canceled -
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/4 ----
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/4 ----
16 cancel none failed canceled -
15 reply_truncated accepted tcp_needed 0/0/0/4 E---
16 poll connect_tcp connecting_tcp 0/0/0/4 E---
17 poll wait connecting_tcp 0/0/0/4 E---
17 expire failed_timeout failed timeout -
17 tcp_connected none tcp_ready 0/0/0/4 E---
18 poll send_tcp tcp_ready 0/0/0/4 E---
19 poll send_tcp tcp_ready 0/0/0/4 E---
19 sent none awaiting_tcp 0/0/0/4 E---
20 poll wait awaiting_tcp 0/0/0/4 E---
20 expire failed_timeout failed timeout -
20 tcp_failed none failed timeout -
20 reply_unmatched ignored awaiting_tcp 0/0/0/4 E---
20 reply_answer accepted done - -
20 reply_cname accepted query_ready 0/0/0/5 E---
20 reply_nxdomain accepted failed name_not_found -
20 reply_nodata accepted failed no_data -
20 reply_servfail accepted failed all_servers_failed -
20 reply_formerr accepted query_ready 0/0/0/4 ----
20 reply_truncated accepted failed no_data -
20 reply_badcookie accepted failed all_servers_failed -
20 cancel none failed canceled -
19 send_failed none failed timeout -
19 tcp_failed none failed timeout -
19 reply_unmatched ignored tcp_ready 0/0/0/4 E---
19 cancel none failed canceled -
18 tcp_failed none failed timeout -
18 reply_unmatched ignored tcp_ready 0/0/0/4 E---
18 cancel none failed canceled -
17 tcp_failed none failed timeout -
17 reply_unmatched ignored connecting_tcp 0/0/0/4 E---
17 reply_answer ignored connecting_tcp 0/0/0/4 E---
17 reply_cname ignored connecting_tcp 0/0/0/4 E---
17 reply_nxdomain ignored connecting_tcp 0/0/0/4 E---
17 reply_nodata ignored connecting_tcp 0/0/0/4 E---
17 reply_servfail ignored connecting_tcp 0/0/0/4 E---
17 reply_formerr ignored connecting_tcp 0/0/0/4 E---
17 reply_truncated ignored connecting_tcp 0/0/0/4 E---
17 reply_badcookie ignored connecting_tcp 0/0/0/4 E---
17 cancel none failed canceled -
16 reply_unmatched ignored tcp_needed 0/0/0/4 E---
16 cancel none failed canceled -
15 reply_badcookie accepted query_ready 0/0/0/4 E--K
16 poll send_udp query_ready 0/0/0/4 E--K
17 poll send_udp query_ready 0/0/0/4 E--K
17 sent none awaiting_udp 0/0/0/4 E--K
18 poll wait awaiting_udp 0/0/0/4 E--K
18 expire failed_timeout failed timeout -
18 reply_unmatched ignored awaiting_udp 0/0/0/4 E--K
18 reply_answer accepted done - -
18 reply_cname accepted query_ready 0/0/0/5 E--K
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted query_ready 0/0/0/4 ---K
18 reply_truncated accepted tcp_needed 0/0/0/4 E--K
19 poll connect_tcp connecting_tcp 0/0/0/4 E--K
20 poll wait connecting_tcp 0/0/0/4 E--K
20 expire failed_timeout failed timeout -
20 tcp_connected none tcp_ready 0/0/0/4 E--K
21 poll send_tcp tcp_ready 0/0/0/4 E--K
22 poll send_tcp tcp_ready 0/0/0/4 E--K
22 sent none awaiting_tcp 0/0/0/4 E--K
23 poll wait awaiting_tcp 0/0/0/4 E--K
23 expire failed_timeout failed timeout -
23 tcp_failed none failed timeout -
23 reply_unmatched ignored awaiting_tcp 0/0/0/4 E--K
23 reply_answer accepted done - -
23 reply_cname accepted query_ready 0/0/0/5 E--K
23 reply_nxdomain accepted failed name_not_found -
23 reply_nodata accepted failed no_data -
23 reply_servfail accepted failed all_servers_failed -
23 reply_formerr accepted query_ready 0/0/0/4 ---K
23 reply_truncated accepted failed no_data -
23 reply_badcookie accepted failed all_servers_failed -
